web-scraper-order,web-scraper-start-url,code,url,url-href,period,type,credits,year
"1739304977-89","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655104","PLANTES I INFRAESTRUCTURES INDUSTRIALS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/116262/guia_docent_docnet","Segon quadrimestre","Obligatòria","3.0","Primer curs"
"1739304977-90","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655110","SISTEMES ELÈCTRICS D'ENERGIA","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113173/guia_docent_docnet","Segon quadrimestre","Obligatòria","4.5","Primer curs"
"1739304977-91","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655109","TRANSPORT I MANUTENCIÓ INDUSTRIAL","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/112976/guia_docent_docnet","Segon quadrimestre","Obligatòria","3.0","Primer curs"
"1739304977-92","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655113","ANÀLISI I DISSENY DE PROCESSOS QUÍMICS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113178/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Segon curs"
"1739304977-93","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655108","INSTAL·LACIONS INDUSTRIALS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/114596/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Segon curs"
"1739304977-94","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655106","QUALITAT EN LA INDÚSTRIA","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113757/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Segon curs"
"1739304977-95","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655117","SISTEMES DE PRODUCCIÓ AUTOMATITZATS I CONTROL DE PROCESSOS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/116265/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Segon curs"
"1739304977-96","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655116","SISTEMES ELECTRÒNICS I INSTRUMENTACIÓ INDUSTRIAL","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/114598/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Segon curs"
"1739304977-97","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655111","SISTEMES INTEGRATS DE FABRICACIÓ","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115050/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Segon curs"
"1739304977-98","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655102","GESTIÓ DE PROCESSOS INDUSTRIALS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115027/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739304977-99","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655103","GESTIÓ DE PROJECTES INDUSTRIALS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113171/guia_docent_docnet","Segon quadrimestre","Obligatòria","3.0","Segon curs"
"1739304977-100","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655118","INNOVACIÓ EN TECNOLOGIES INDUSTRIALS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115030/guia_docent_docnet","Segon quadrimestre","Obligatòria","3.0","Segon curs"
"1739304977-101","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655301","TREBALL DE FI DE MÀSTER","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/114593/guia_docent_docnet","Segon quadrimestre","TFM","12.0","Segon curs"
"1739304977-102","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655239","ARQUITECTURA ELÈCTRICA DEL VEHICLE","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/114597/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-103","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655206","CINÈTICA I REACTORS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/114599/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-104","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655211","CIRCUITS ELÈCTRICS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115055/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-105","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655241","EMMAGATZEMATGE I CONVERSIÓ D'ENERGIA","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115459/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-106","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655242","ESTUDIS EN EL MARC D'ACORDS DE MOBILITAT I","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/114595/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-107","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655243","ESTUDIS EN EL MARC D'ACORDS DE MOBILITAT II","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115458/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-108","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655244","ESTUDIS EN EL MARC D'ACORDS DE MOBILITAT III","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115049/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-109","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655245","ESTUDIS EN EL MARC D'ACORDS DE MOBILITAT IV","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115026/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-110","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655218","FENÒMENS DE TRANSPORT AVANÇATS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115031/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Optatives"
"1739304977-111","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655212","FONAMENTS D'AUTOMATISMES","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113758/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-112","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655205","FONAMENTS D'ENGINYERIA QUÍMICA","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113176/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-113","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655210","INSTAL·LACIONS ELÈCTRIQUES EN EDIFICIS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115053/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-114","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655209","LABORATORI D'ELECTROTÈCNIA","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/116268/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-115","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655208","LABORATORI D'OPERACIONS UNITÀRIES","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115052/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-116","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655220","MATERIALS I NANOESTRUCTURES","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115032/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-117","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655201","MECÀNICA DE FLUIDS I TRANSPORT DE CALOR","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113174/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Optatives"
"1739304977-118","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655203","MECÀNICA DE MÀQUINES","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113175/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-119","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655204","MECÀNICA ESTRUCTURAL","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/112978/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-120","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655202","MODELAT DE SÒLID I NORMALITZACIÓ","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113179/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Optatives"
"1739304977-121","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655240","MODELATGE I CONTROL DE CONVERTIDORS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115028/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-122","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655238","MODELATGE I CONTROL DE MOTORS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/116263/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-123","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655207","OPERACIONS UNITÀRIES BÀSIQUES","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113177/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739304977-124","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655222","TERMODINÀMICA AVANÇADA I SIMULACIÓ MOLECULAR","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/116269/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Optatives"
"1739304977-125","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655219","ENGINYERIA DE REACTORS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/116266/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739304977-126","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655221","PROCESSOS DE SEPARACIÓ AVANÇATS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/116267/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739304977-127","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655501","PRÀCTIQUES EXTERNES I","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/116261/guia_docent_docnet","Anual","Optativa","6.0","Optatives"
"1739304977-128","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17655502","PRÀCTIQUES EXTERNES II","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113756/guia_docent_docnet","Anual","Optativa","6.0","Optatives"
"1739304977-129","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17214108","CENTRALS ELÈCTRIQUES","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113181/guia_docent_docnet","Primer quadrimestre","C Fomació","6.0","Complements de formació"
"1739304977-130","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","20204108","CIÈNCIA DE MATERIALS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113183/guia_docent_docnet","Primer quadrimestre","C Fomació","3.0","Complements de formació"
"1739304977-131","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","20204105","CONTROL I INSTRUMENTACIÓ","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115461/guia_docent_docnet","Primer quadrimestre","C Fomació","6.0","Complements de formació"
"1739304977-132","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17214011","DIBUIX TÈCNIC","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113760/guia_docent_docnet","Primer quadrimestre","C Fomació","6.0","Complements de formació"
"1739304977-133","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","20204104","ELECTRÒNICA","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113172/guia_docent_docnet","Primer quadrimestre","C Fomació","3.0","Complements de formació"
"1739304977-134","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","20224009","FONAMENTS QUÍMICS DE L'ENGINYERIA","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115033/guia_docent_docnet","Primer quadrimestre","C Fomació","6.0","Complements de formació"
"1739304977-135","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","20204106","MÀQUINES I MECANISMES","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115457/guia_docent_docnet","Primer quadrimestre","C Fomació","3.0","Complements de formació"
"1739304977-136","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","20224116","TECNOLOGIA MECÀNICA","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115462/guia_docent_docnet","Primer quadrimestre","C Fomació","3.0","Complements de formació"
"1739304977-137","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","20224118","TEORIA I DISSENY D'ESTRUCTURES","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/117701/guia_docent_docnet","Primer quadrimestre","C Fomació","6.0","Complements de formació"
"1739304977-138","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17204122","CIÈNCIA I RESISTÈNCIA DE MATERIALS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/116315/guia_docent_docnet","Segon quadrimestre","C Fomació","5.0","Complements de formació"
"1739304977-139","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","17214122","CIÈNCIA I RESISTÈNCIA DE MATERIALS","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/115056/guia_docent_docnet","Segon quadrimestre","C Fomació","5.0","Complements de formació"
"1739304977-140","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/gestionar","20204010","ECONOMIA I ORGANITZACIÓ INDUSTRIAL","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3412/assignatures/113764/guia_docent_docnet","Segon quadrimestre","C Fomació","6.0","Complements de formació"
