web-scraper-order,web-scraper-start-url,version,code,url,url-href,period,type,credits,year
"1739375187-1198","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904111","FONAMENTS DELS MERCATS FINANCERS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115123/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739375187-1199","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904112","MACROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114301/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739375187-1200","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904113","DIRECCIÓ ESTRATÈGICA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114787/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375187-1201","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904114","DIRECCIÓ FINANCERA: FINANÇAMENT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113304/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375187-1202","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904115","ECONOMIA MUNDIAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114788/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375187-1203","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904116","INVESTIGACIÓ DE MERCATS I APLICACIONS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114303/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375187-1204","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904117","MERCATS I ACTIUS FINANCERS 1","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113493/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375187-1205","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904118","VALORACIÓ D'ACTIUS FINANCERS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113499/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375187-1206","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904217","COMPORTAMENT DEL CONSUMIDOR","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115624/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739375187-1207","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904119","COMPTABILITAT DE GESTIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113494/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375187-1208","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904205","DRET DEL MERCAT INTERNACIONAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114790/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739375187-1209","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904203","ECONOMIA INTERNACIONAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114785/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739375187-1210","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904202","FINANCES INTERNACIONALS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115124/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739375187-1211","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904207","MÀRQUETING DE SERVEIS FINANCERS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113313/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739375187-1212","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904201","MÀRQUETING INTERNACIONAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113305/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739375187-1213","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904204","RELACIONS ECONÒMIQUES INTERNACIONALS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113312/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739375187-1214","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904120","SOCIOLOGIA DE L'EMPRESA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113310/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375187-1215","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904216","TÈCNIQUES DE COMUNICACIÓ I VENDES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115982/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739375187-1216","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904121","TÈCNIQUES DE DECISIÓ EMPRESARIAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115121/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375187-1217","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904215","e-MÀRQUETING","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113307/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Tercer curs"
"1739375187-1218","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904129","ANÀLISI DE DADES FINANCERES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114305/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739375187-1219","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904122","AUDITORIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115625/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739375187-1220","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904124","FISCALITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114789/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739375187-1221","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904125","MERCATS I ACTIUS FINANCERS 2","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115626/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739375187-1222","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904126","PLANIFICACIÓ ECONÒMICA I FINANCERA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113495/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739375187-1223","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904401","PRÀCTIQUES ACADÈMIQUES EXTERNES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113311/guia_docent_docnet","Segon quadrimestre","Prac Externes","24.0","Quart curs"
"1739375187-1224","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904301","TREBALL DE FI DE GRAU I (G.FiC)","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113087/guia_docent_docnet","Anual","TFG","6.0","Quart curs"
"1739375187-1225","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904302","TREBALL DE FI DE GRAU II (G.ADE)","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114304/guia_docent_docnet","Anual","TFG","6.0","Quart curs"
"1739375187-1226","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904209","COMPTABILITAT I FISCALITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115125/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739375187-1227","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904208","CONSOLIDACIÓ D'ESTATS FINANCERS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115977/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739375187-1228","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904206","CONTROL DE GESTIÓ I SISTEMES D'INFORMACIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113496/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739375187-1229","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904212","DRET DELS MERCATS FINANCERS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113314/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739375187-1230","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904218","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT 1","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115627/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739375187-1231","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904219","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT 2","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115122/guia_docent_docnet","Segon quadrimestre","Optativa","12.0","Optatives"
"1739375187-1232","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904220","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT 3","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113107/guia_docent_docnet","Segon quadrimestre","Optativa","12.0","Optatives"
"1739375187-1233","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904228","FINANCES SOSTENIBLES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114306/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739375187-1234","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904210","GESTIÓ DEL RISC EN LES OPERACIONS FINANCERES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113306/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739375187-1235","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904213","HISTÒRIA ECONÒMICA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113088/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739375187-1236","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904224","JOCS D'EMPRESA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114783/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739375190-1237","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","Presencial","16924122","ARQUITECTURES PER A APLICACIONS EN XARXA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/115177/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375190-1238","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","Presencial","16924125","ENGINYERIA DE LLOCS WEB","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/115178/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375190-1239","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","Presencial","16924127","APLICACIONS I SERVEIS MÒBILS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/116033/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375190-1240","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","Presencial","16924115","ESTRUCTURES DE DADES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/114355/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375190-1241","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","Presencial","16924123","SEGURETAT EN XARXES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/113119/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375190-1242","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","Presencial","16924110","DIRECCIÓ ESTRATÈGICA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/113117/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739375190-1243","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","Presencial","16924128","DIRECCIÓ FINANCERA: FINANÇAMENT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/116029/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739375190-1244","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","Presencial","16924129","ECONOMIA MUNDIAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/113548/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739375190-1245","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","Presencial","16924111","GESTIÓ DE LA QUALITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/112921/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739375190-1246","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","Presencial","16924116","INVESTIGACIÓ DE MERCATS I APLICACIONS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/113118/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739375190-1247","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","Presencial","16924131","MICROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/116030/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Quart curs"
"1739375190-1248","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/gestionar","Presencial","16924117","COMPTABILITAT DE GESTIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3416/assignatures/113549/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Quart curs"
